title,content,url,date,category,file_name,language,covid,health,political,weather,crime,legal,sports,economic,general,education,lifestyle,business,tech,auto,entertainment,arts
රනිල්ගේ මෝසම සලකාබැලීමට දින දෙයි,"හිටපු අග්‍රාමාත්‍ය රනිල්‌ වික්‍රමසිංහ මහතා විසින්‌ ගොනුකර ඇති මෝසම සලකාබැලීම සඳහා ලබන 14 වනදා කැඳවන ලෙස අභියාචනාධිකරණය අද (08) නියම කළේය.ඒ, විශේෂ ජනාධිපති පරීක්ෂණ කොමිසමක්‌ හමුවේ පෙනීසිටින ලෙස තමා වෙත නිකුත්කර තිබෙන නියෝගයක්‌ අත්හිටුවන තහනම්‌ නියෝගයක්‌ නිකුත්‌ කරන්නැයි ඉල්ලා වික්‍රමසිංහ මහතා ගොනුකර තිබෙන මෝසම සම්බන්ධයෙනි.මෙම මෝසම අද නිශ්ශංක බන්දුල කරුණාරත්න, ඩී.එම්‌. සමරකෝන්‌ සහ ලෆාර්‌ තාහීර්‌ යන අභියාචනාධිකරණ විනිසුරු මඩුල්ල ඉදිරියේ කැඳවනු ලැබීය.එහිදී, අදාළ මෝසමේ වගඋත්තරකරුවකු වශයෙන්‌ නම්කර සිටින ජනාධිපති ලේකම්‌ ධුරයේ වෙනසක්‌ සිදුවී ඇතිහෙයින්‌ එය සංශෝධනය කිරීම සඳහා අධිකරණය විසින්‌ පෙත්සම්කාර පාර්ශ්වයට අවසර ලබා දුනි.",http://sinhala.adaderana.lk/news/165041/%E0%B6%BB%E0%B6%B1%E0%B7%92%E0%B6%BD%E0%B7%8A%E0%B6%9C%E0%B7%9A-%E0%B6%B8%E0%B7%9D%E0%B7%83%E0%B6%B8-%E0%B7%83%E0%B6%BD%E0%B6%9A%E0%B7%8F%E0%B6%B6%E0%B7%90%E0%B6%BD%E0%B7%93%E0%B6%B8%E0%B6%A7-%E0%B6%AF%E0%B7%92%E0%B6%B1-%E0%B6%AF%E0%B7%99%E0%B6%BA%E0%B7%92,2022-03-08,legal,data/valid_records/Tharusha_281.json,si,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Health Officials warn of Malaria spread in Jaffna," The Ministry of Health stated that the risk of Malaria spread has increased in the Jaffna district.The Director of the Malaria Control Unit, Dr. Prasad Ranaweera said that 4 malaria patients have been reported from the Jaffna District within 4 weeks.He said SIX Malaria patients have been detected in the country so far this, adding that all are imported cases among those who arrived from African countries.These medicines could be obtained free of charge from the Anti Malaria Campaign Headquarters and its Regional Offices.",https://www.newsfirst.lk/2022/02/17/health-officials-warn-of-malaria-spread-in-jaffna/,2022-02-17,health,data/valid_records/Akesh_80_en.json,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Police, Government and Media together must bring Chamuditha’s perpetrators to justice: Dullas","The Minister of Mass Media, Dullas Alahapperuma says that the perpetrators behind the attack on the residence of journalist ChamudithaThe Cabinet Spokesperson emphasized that they strongly condemn the attack carried out at the residence of Journalist Chamuditha Samarawickrama, and the perpetrator must be brought out of whichever sewer they are hiding in. While the Police is conducting their investigations, the Minister, as a member of the Government requested for the assistance of Media to bring the perpetrators behind the act to justice.",https://www.newsfirst.lk/2022/02/15/police-government-and-media-together-must-bring-chamudithas-perpetrators-to-justice-dullas/,2022-02-15,"political, general",data/valid_records/Akesh_90_en.json,en,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"India donates 100,000 Rapid Antigen Test kits to Sri Lanka","India has donated a total of 100,000 Rapid Antigen Test kits to Sri Lanka, in solidarity with the fight against the ongoing Covid-19 pandemic.The RAT kits consignment was handed over to Health Minister Keheliya Rambukwella by High Commissioner of India to Sri Lanka, Gopal Baglay at the Extending his gratitude for the donation, Minister Rambukwella said the partnership of friendly nations is vital at times like this.",http://www.adaderana.lk/news/80631/india-donates-100000-rapid-antigen-test-kits-to-sri-lanka,2022-02-16,"health, covid, political",data/valid_records/Tharusha_147.json,en,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
විදුලි කප්පාදුව ගැන ගත්‌ තීරණය,හෙට (21) දිනයේ දකුණු පළාතට පමණක්‌ පැයක හෝ පැය එකහමාරක විදුලි කප්පාදුවක්‌ සිදුවිය හැකි බවට මහජන උපයෝගිතා කොමිසම පවසයි.එමෙන්ම අවශ්‍ය ප්‍රමාණයට තෙල්‌ සංචිත හා මුදල්‌ සොයා ගැනීම හේතුවෙන්‌ හෙට (21) දිනයේ සෙසු ප්‍රදේශවලට විදුලි කප්පාදුවක්‌ සිදුකිරීමට අවශ්‍ය නොවන බවද එම කොමිසමේ සභාපති ජනක රත්නායක මහතා කියා සිටියේය.,http://sinhala.adaderana.lk/news/164368/%E0%B7%80%E0%B7%92%E0%B6%AF%E0%B7%94%E0%B6%BD%E0%B7%92-%E0%B6%9A%E0%B6%B4%E0%B7%8A%E0%B6%B4%E0%B7%8F%E0%B6%AF%E0%B7%94%E0%B7%80-%E0%B6%9C%E0%B7%90%E0%B6%B1-%E0%B6%9C%E0%B6%AD%E0%B7%8A-%E0%B6%AD%E0%B7%93%E0%B6%BB%E0%B6%AB%E0%B6%BA,2022-02-20,general,data/valid_records/Tharusha_393.json,si,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"900,000 Sri Lankans refuse COVID-19 vaccines 8 million yet to get booster shot","Over 9 lakh people in Sri Lanka have not got a single dose of the COVID-19 vaccine raising concerns among the health authorities.Speaking to Daily Mirror, Epidemiology Unit Director Dr. Samitha Ginige said that 17.6 million people above 12 years of age were eligible to get the vaccine; however, the total number administered with the first dose, stood at 16.7 million as of yesterday.",https://www.dailymirror.lk/breaking_news/900-000-Sri-Lankans-refuse-COVID-19-vaccines/108-231750,2022-02-24,"covid, health",data/valid_records/Tharusha_239.json,en,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Special gazette issued again on power supply and provision of healthcare,"A special gazette notification has been issued again, declaring the supply of electricity and provision of healthcare as essential services.

The communiqué was issued on Monday (Feb. 21) by Secretary to the Head of State Gamini Senarath, on the directives of President Gotabaya Rajapaksa.

Thereby, electricity supply and provision of healthcare have been identified as essential services for the conduct of ordinary public life.

As per the gazette notification, “the supply of electricity” and “all service, work or labour, of any description whatsoever, necessary or required to be done in connection with the maintenance, and the reception, care feeding, and treatment, of patients in hospitals, nursing homes, dispensaries, and other similar institution” will now be considered essential services.

A similar communiqué was published previously on February 11.",http://www.adaderana.lk/news/80773/special-gazette-issued-again-on-power-supply-and-provision-of-healthcare,2022-02-23,general,data/valid_records/Yathursiya_en_73.json,en,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Fuel price revision long overdue: Cabraal,"The Governor of the Central Bank of Sri Lanka, Ajith Nivard Cabraal states that Sri Lanka’s fuel price revision is long overdue.  In a tweet, he mentioned that Sri Lanka’s diesel pump prices are in some instances less than half of some countries in the region. Meanwhile, the Minister of Energy, Udaya Gammanpila previously stated that reports of an overnight fuel price hike are false.",https://www.newsfirst.lk/2022/02/19/fuel-price-revision-long-overdue-cabraal/,2022-02-19,economic,data/valid_records/Akesh_39_en.json,en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Police constable beaten to death in Tangalle,"A police constable was beaten to death in Vitharandeniya, Tangalle. Police Spokesperson Attorney-at-Law SSP Nihal Thalduwa speaking to News 1st said the police constable was attacked by a group from an ongoing hotel construction site close to his residence on Thursday (17) night. In addition, the Police Constable’s wife and another person were also beaten. Sri Lanka Police said further investigations are underway.",https://www.newsfirst.lk/2022/02/18/police-constable-beaten-to-death-in-tangalle/,2022-02-18,crime,data/valid_records/Akesh_29_en.json,en,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
බිත්තර කර්මාන්තකරුවන් අර්බුදයක,"බිත්තර මිල පහත වැටීම හේතුවෙන් තම කර්මාන්තය කරගෙන යාමේ ගැටලු‍වක් මතුව ඇති බව කුරුණෑගල දිස්ත්‍රික් බිත්තරඔවුන් පෙන්වා දෙන්නේ, මෙම තත්ත්වය ඉදිරියටත් පැවතියහොත් කර්මාන්තයෙන් ඉවත් වීමට සිදුවනු ඇති බවයි.පසුගිය උත්සව සමයේදී බිත්තරයක් රුපියල් 28 සිට 32 ත් අතර මිලකට අලෙවි වීම හේතුවෙන් මෙම කර්මාන්තකරුවන්ගේ ආදායම් මට්ටම ඉහළ ගියා.මේ වනවිට වෙළෙඳ පොළේ බිත්තරයක් අලෙවි වන්නේ රුපියල් 12 ත් 16 ත් අතර මිලකටයි.කර්මාන්තකරුවන් පෙන්වා දෙන්නේ, මේ වනවිට සත්ත්ව ආහාර මිල ගණන්ද ඉහළ යාම නිසා තම කර්මාන්තය කරගෙන යාම දැඩි දුෂ්කර තත්ත්වයකට පත්ව ඇති බවයි.එහිදී ඔහු කියා සිටියේ සත්ව ආහාර ලෙස බඩඉරිඟු මෙටි්‍රක් ටොන් 40,000 ක් ආනයනය කිරීමට ව්‍යාපාරිකයන්ට මෙන්ම ගොවීන්ටද අවසර ලබාදී ඇති බවයි.",https://www.hirunews.lk/297432/%E0%B6%B6%E0%B7%92%E0%B6%AD%E0%B7%8A%E0%B6%AD%E0%B6%BB-%E0%B6%9A%E0%B6%BB%E0%B7%8A%E0%B6%B8%E0%B7%8F%E0%B6%B1%E0%B7%8A%E0%B6%AD%E0%B6%9A%E0%B6%BB%E0%B7%94%E0%B7%80%E0%B6%B1%E0%B7%8A-%E0%B6%85%E0%B6%BB%E0%B7%8A%E0%B6%B6%E0%B7%94%E0%B6%AF%E0%B6%BA%E0%B6%9A-%E0%B7%80%E0%B7%93%E0%B6%A9%E0%B7%92%E0%B6%BA%E0%B7%9D,2022-02-19,business,data/valid_records/Akesh_155_si.json,si,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
66 இலட்சத்திற்கும் அதிகமானோருக்கு Booster தடுப்பூசி,"நாட்டில் 66 இலட்சத்திற்கும் அதிகமானோருக்கு Booster தடுப்பூசி ஏற்றப்பட்டுள்ளது. 43,880 பேருக்கு நேற்று (22) Booster தடுப்பூசி ஏற்றப்பட்டுள்ளது.அதற்கமைய, நாட்டில் இதுவரை 66,544 பேருக்கு Pfizer தடுப்பூசி Booster தடுப்பூசியாக ஏற்றப்பட்டுள்ளதாக சுகாதார அமைச்சு அறிவித்துள்ளது.நாட்டில் 1 ,68,59,786 பேர் முதலாவது தடுப்பூசியை பெற்றுக்கொண்டுள்ளனர்.அவர்களில் 1,41,03,467 பேர் இரண்டாவது தடுப்பூசியையும் பெற்றுக்கொண்டுள்ளதாக சுகாதார அமைச்சின் தொற்றுநோய் தடுப்பு பிரிவு அறிவித்துள்ளது.",https://www.newsfirst.lk/tamil/2022/02/23/66-%e0%ae%87%e0%ae%b2%e0%ae%9f%e0%af%8d%e0%ae%9a%e0%ae%a4%e0%af%8d%e0%ae%a4%e0%ae%bf%e0%ae%b1%e0%af%8d%e0%ae%95%e0%af%81%e0%ae%ae%e0%af%8d-%e0%ae%85%e0%ae%a4%e0%ae%bf%e0%ae%95%e0%ae%ae%e0%ae%be/,2022-02-23,"health,covid",data/valid_records/Kajaani_tamil_83.json,ta,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
අපරාධ රැසකට සම්බන්ධ 4ක් අත්අඩංගුවට,"ප්‍රදේශ ගණනාවක සංවිධානාත්මක අපරාධ කටයුතුවල නිරතවූ සැකකරුවන් 4 දෙනෙකු පොලිස් අත්අඩංගුවට ගෙන තිබෙනවා.මෙම සැකකරුවන් ගොතටුව, මහරගම, කඩුවෙල, කහතුඩුව යන පොලිස් බල ප්‍රදේශවල විවිධාකාර අපරාධවල නිරතවී ඇති බවටයි අනාවරණ වී ඇත්තේ.අවුරුදු 21ත් 43ත් අතර වයස්වල පසුවන පුද්ගලයන් මත්තේගොඩ ප්‍රදේශයේ පදිංචි අය බවට හෙළිවී තිබෙනවා.මෙම සැකකරුවන් සොරකම් කළ යතුරුපැදි 4ක්, ත්‍රී රෝද රථයක්, ජංගම දුරකතනයක්, අපරාධ සිදුකරන අවස්ථාවල මහජනතාව බිය ගැන්වීමට භාවිත කළ වායු රයිෆලයක්, මෙරට නිශ්පාදිත අත් බෝම්බයක් සහ විදේශ රටක නිශ්පාදිත අත් බෝම්බයක් සොයාගෙන තිබෙනවා.",https://www.hirunews.lk/297470/%E0%B6%85%E0%B6%B4%E0%B6%BB%E0%B7%8F%E0%B6%B0-%E0%B6%BB%E0%B7%90%E0%B7%83%E0%B6%9A%E0%B6%A7-%E0%B7%83%E0%B6%B8%E0%B7%8A%E0%B6%B6%E0%B6%B1%E0%B7%8A%E0%B6%B0-4%E0%B6%9A%E0%B7%8A-%E0%B6%85%E0%B6%AD%E0%B7%8A%E0%B6%85%E0%B6%A9%E0%B6%82%E0%B6%9C%E0%B7%94%E0%B7%80%E0%B6%A7,2022-02-19,crime,data/valid_records/Akesh_145_si.json,si,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
No night time power cuts during weekend - PUCSL,"As instructed by the Public Utilities Commission of Sri Lanka (PUCSL) the Ceylon Electricity Board (CEB) will not impose power cuts at night during the weekend.In a statement, the PUCSL chairman Mr. Janaka Ratnayake said the decision was reached taking into consideration the inconvenience caused to the general public by the rolling power interruptions and the fact that there would be a drop in the demand for electricity in the coming two days.",http://www.adaderana.lk/news/80826/no-night-time-power-cuts-during-weekend-pucsl,2022-02-25,general,data/valid_records/Tharusha_110.json,en,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
විල්බාව වැවේ ගිලී ගැහැණු ළමුන් දෙදෙනක් ජීවිතක්ෂයට,"කුරුණෑගල, විල්බාව වැවේ දියේ ගිලී ගැහැණු ළමුන් දෙදෙනෙකු මියගොස් තිබේ.පොලිසිය පැවසුවේ, ඊයේ පස්වරුවේ ගැහැණු ළමුන් සිව් දෙනෙකු වැවේ දියනාමින් සිටියදී අනතුරට ලක්ව ඇති බවයි.ප්‍රදේශවාසින් ඔවුන් බේරාගෙන ඇති අතර අසාද්‍ය තත්ත්වයේ සිටි ළමුන් තිදෙනෙකු කුරුණෑගල රෝහලට ඇතුළත් කර ඇති අතර  මියගොස් ඇත්තේ, ඉන් දෙදෙනෙකි.මියගොස් ඇත්තේ 13, 14, වියේ පසු වූ කුරුණෑගල ප්‍රදේශයේ පදිංචි ළමුන් දෙදෙනෙකි.",https://www.newsfirst.lk/sinhala/2022/02/16/%e0%b7%80%e0%b7%92%e0%b6%bd%e0%b7%8a%e0%b6%b6%e0%b7%8f%e0%b7%80-%e0%b7%80%e0%b7%90%e0%b7%80%e0%b7%9a-%e0%b6%9c%e0%b7%92%e0%b6%bd%e0%b7%93-%e0%b7%85%e0%b6%b8%e0%b7%94%e0%b6%b1%e0%b7%8a-%e0%b6%af/,2022-02-16,general,data/valid_records/Akesh_70_si.json,si,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
අධිභාර බදු පනත් කෙටුම්පත ආණ්ඩුක්‍රම ව්‍යවස්ථාවට පටහැනි බවට තීරණය කරන ලෙස ඉල්ලා ශ්‍රේෂ්ඨාධිකරණයට පෙත්සමක්,"පාර්ලිමේන්තුවට ඉදිරිපත් කර ඇති අධිභාර බදු පනත් කෙටුම්පත ආණ්ඩුක්‍රම ව්‍යවස්ථාවට පටහැනි බවට තීරණය කරන ලෙස ඉල්ලා සමගි ජන බලවේගයේ මහලේකම් රංජිත් මද්දුම බණ්ඩාර මහතා ශ්‍රේෂ්ඨාධිකරණයට අද විශේෂ පෙත්සමක් ඉදිරිපත් කර තිබේ.මෙම පනතින් යෝජනා කෙරෙන්නේ 2020 අප්‍රේල් 1 වන දිනයෙන් ආරම්භවන තක්සේරු වර්ෂයේ රුපියල් මිලියන දෙදහස ඉක්මවන බදු අයකල හැකි අදායම් ලබන පුද්ගලයෙක්, හවුල් ව්‍යාපාරයක් හෝ සමාගමක් එම ආදායමෙන් 25% ක අධිභාරයක් ගෙවිය යුතු බවයි.",https://www.newsfirst.lk/sinhala/2022/02/23/%e0%b6%85%e0%b6%b0%e0%b7%92%e0%b6%b7%e0%b7%8f%e0%b6%bb-%e0%b6%b6%e0%b6%af%e0%b7%94-%e0%b6%b4%e0%b6%b1%e0%b6%ad%e0%b7%8a-%e0%b6%9a%e0%b7%99%e0%b6%a7%e0%b7%94%e0%b6%b8%e0%b7%8a%e0%b6%b4%e0%b6%ad/,2022-02-23,"political, business",data/valid_records/Akesh_60_si.json,si,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
ඒ වතිකානයේ ශාන්ත පීතර බැසිලිකාවේදීය.,"හිටපු ජනාධිපති මෛත්‍රීපාල සිරිසේන මහතා කුරුසියේ අත තියලා දිවුරන්න අවශ්‍ය නොවන බවත් තමන් නිර්දෝෂි නම් එය නීතිය ඉදිරිපිට පැවසිය යුතු බවත් පාස්කු ඉරුදින ත්‍රස්ත ප්‍රහාරය පිළිබඳ ජාතික ප්‍රකාශන කමිටුවේ සාමාජික ගරු සිරිල් ගාමිණි පියතුමන් පැවසීය.

අගරදගුරු අති උතුම් මැල්කම් කාදිනල් රංජිත් හිමිපාණන් හා අති උතුම් ශුද්ධෝත්තම ප්‍රැන්සිස් පාප්වහන්සේ අතර හමුව පිළිබඳව දැනුවත් කිරීමේ මාධ්‍ය හමුවක් අද කොළඹ අගරදගුරු නිල නිවසේදී පැවැත්වූ සාකච්ඡාවට එක්වෙමින් පියතුමන් මේ බව පැවසීය.

අගරදගුරු අති උතුම් මැල්කම් කාදිනල් රංජිත් හිමිපාණන් හා අති උතුම් ශුද්ධෝත්තම ප්‍රැන්සිස් පාප්වහන්සේ අතර හමුව අද පැවැත්වුණි.

පෙබරවාරි 23 වැනිදා වතිකානය බලා පිටත්ව ගිය කොළඹ අගරදගුරු අති උතුම් මැල්කම් කාදිනල් රංජිත් හිමිපාණන් අද මෙරට වේලාවෙන් පස්වරු 3.00 ට පමණ අති උතුම් ශුද්ධෝත්තම ෆ්‍රැන්සිස් පාප්වහන්සේ බැහැදුටුවේය.

කොළඹ සහායක රදගුරු අතිඋතුම් ජේ.ඩි.ඇන්තනි හිමිපාණන්

විශේෂයෙන්ම උන්වහන්සේ මේ අවුරුද්දේ දී අවධානය යොමු කරන්නේ අති උතුම් ශුද්ධෝත්තම ප්‍රැන්සිස් පාප්වහන්සේ දැනුවත් කරන්න මීට වසර 3කට පෙර සිදු වෙච්ච ඒ පාස්කු ප්‍රහාරයේ සත්‍ය තවමත් හෙළිදරව්කර ගන්නට නොහැකිවීම පිළිබඳවත්. ඒ වගේම ශ්‍රී ලංකාවේ කතොලික ජනතාව යෙදෙන මේ අරගලය ගැන උන්වහන්සේව දැනුවත් කරන්නටත් ඒ වගේම මේ වසර තුළදීම මේ සත්‍ය හෙළිදරව් කර ගැනීමට අපි ගෙන ඇති පියවරවල් ගැන උන්වහන්සේව දැනුවත් කරන්නට පියවර ගනු ඇති.

පාස්කු ඉරුදින ත්‍රස්ත ප්‍රහාරය පිළිබඳ ජාතික ප්‍රකාශන කමිටුවේ සාමාජික ගරු සිරිල් ගාමිණි පියතුමන් මාධ්‍යවේදීන් නැගු ප්‍රශ්න හමුවේ මෙලෙස පිලිතුරු ලබා දුන්නේය.

මාධ්‍යවේදියා - කාදිනල් හිමිපාණන්ගේ බලාපොරොත්තුවක් තියෙනවා ද එක්සත් ජාතීන්ගේ මානව හිමිකම් කවුන්සිලයට පැමිණිල්ලක් කරන්න?

පියතුමන් - අපි ජාත්‍යන්තර සහය අපේක්ෂා කරනවා කියලා කිව්වාහම කොතෙන්ටද අපි යන්න ඕනේ කොහොම ද ඒක කරන්න ඕනේ කියන එක අපි සාකච්ඡා කරලා තියෙනවා. ඉදිරියේ දී ඒ කාරණා ක්‍රියාත්මක කරන්නට බලාපොරොත්තු වෙනවා. මේක අපේ රටට විරුද්ධව කරන දෙයක් නෙමේ.

මාධ්‍යවේදියා - හිටපු ජනාධිපතිවරයා ඊයේ කියලා කුරුසියේ අත තියලා දිවුරණවා මේ සම්බන්ධයෙන් ඔහු දැනගෙන හිටියේම නැහැ කියලා.?

පියතුමන් - කුරුසියේ අත තියලා දිවුරන්න අවශ්‍ය වන්නේ නෑ. ඔහු කරන්නට ඕනේ නීතිය ඉදිරියට ඇවිල්ල තමන් නිර්දෝෂි නම් නීතිය ඉස්සරහාපිට ඒක ඔප්පු කරන එක. ඔහු කියලා තියෙනවානේ වෙලාව ආවාම මට කියන්න දෙවල් තියෙනවා මම කියනවා කියලා. ඉතින් මොකක්ද වේලාව. තව අවුරුදු ගාණක් යන්න ඕනේද? එහෙම නැත්නම් මැතිවරණයක් ලං වෙන්න ඕනේද එක කරන්න.",http://sinhala.adaderana.lk/news/164703/%E0%B6%B1%E0%B7%92%E0%B6%BB%E0%B7%8A%E0%B6%AF%E0%B7%9D%E0%B7%82%E0%B7%93-%E0%B6%B1%E0%B6%B8%E0%B7%8A-%E0%B6%B1%E0%B7%93%E0%B6%AD%E0%B7%92%E0%B6%BA-%E0%B7%84%E0%B6%B8%E0%B7%94%E0%B7%80%E0%B6%A7-%E0%B6%91%E0%B6%B1%E0%B7%8A%E0%B6%B1---%E0%B6%9C%E0%B6%BB%E0%B7%94-%E0%B7%83%E0%B7%92%E0%B6%BB%E0%B7%92%E0%B6%BD%E0%B7%8A-%E0%B6%9C%E0%B7%8F%E0%B6%B8%E0%B7%92%E0%B6%AB%E0%B7%92-%E0%B6%B4%E0%B7%92%E0%B6%BA%E0%B6%AD%E0%B7%94%E0%B6%B8%E0%B6%B1%E0%B7%8A,2022-02-28,political,data/valid_records/Yathursiya_sin_11.json,si,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ප්‍රධාන මාර්ගයේ දුම්රිය ප්‍රමාදයි,"වේයන්ගොඩ දුම්රිය ස්ථානය ආසන්නයේ දුම්රියක් පීලි පැනීම හේතුවෙන් ප්‍රධාන මාර්ගයේ දුම්රිය ප්‍රමාදයක් හටගෙන තිබේ. දුම්රිය ගමනාගමන අධිකාරී ගාමිණි සෙනෙවිරත්න මහතා සඳහන් කළේ, කුරුණෑගල සිට කොළඹ කොටුව බලා ධාවනය වූ දුම්රියක් අද උදෑසන මෙලෙස පිළිපැනීමට ලක් වූ බවයි.",https://www.newsfirst.lk/sinhala/2022/02/18/%e0%b6%b4%e0%b7%8a%e2%80%8d%e0%b6%bb%e0%b6%b0%e0%b7%8f%e0%b6%b1-%e0%b6%b8%e0%b7%8f%e0%b6%bb%e0%b7%8a%e0%b6%9c%e0%b6%ba%e0%b7%9a-%e0%b6%af%e0%b7%94%e0%b6%b8%e0%b7%8a%e0%b6%bb%e0%b7%92%e0%b6%ba-11/,2022-02-18,lifestyle,data/valid_records/Akesh_12_si.json,si,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Govt has decided not to increase fuel prices - Energy Minister,"Minister of Energy Udaya Gammanpila says that despite the increase in the price of crude oil in the world market by 38% from December 20 to yesterday, it has been decided not to increase the price of fuel in Sri Lanka.

Speaking in Parliament today (23), the Minister stated that following a lengthy discussion at the Cabinet meeting yesterday (22), a decision was taken not to increase fuel prices.

The minister further said: “I have to say this for the people of the country to know, that at the moment Sri Lanka has the lowest fuel prices in South Asia. The diesel price in India, which has a lower per capita income than Sri Lanka, is more than double the price of diesel in Sri Lanka.” 

He claimed that Sri Lanka ranks 22nd in the world in terms of the lowest oil prices and that all 21 countries above Sri Lanka are good oil producing countries.",http://www.adaderana.lk/news/80783/govt-has-decided-not-to-increase-fuel-prices-energy-minister,2022-02-23,economic,data/valid_records/Yathursiya_en_65.json,en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
සුඛෝපභෝගී වාහන විකුණා මුදල්‌ වංචා කළ පුද්ගලයෙක්‌ අත්‌අඩංගුවට,"සුඛෝපභෝගී වාහන තුනක්‌ විකුණා මුදල්‌ වංචාකළ පුද්ගලයෙකු අත්‌අඩංගුවට ගෙන තිබේ.එම සුඛෝපභෝගී වාහනවල වටිනාකම රුපියල්‌ කෝටි 9කට ආසන්න බව බස්නාහිර පළාත්‌ දකුණ අපරාධ කොට්ඨාසය පවසයි.අදාළ සැකකරු විසින්‌ මීගමුව ප්‍රදේශයේ පුද්ගලයකුගේ ලක්ෂ 450ක්‌ වටිනා සුඛෝපභෝගී ජීප්‌ රථයක්‌, අතුරුගිරිය ප්‍රදේශයේ පුද්ගලයකුගෙන්‌ ලක්ෂ 225ක්‌ වටිනා සුඛෝපභෝගී කැබ්‌ රථයක්‌ මෙන්ම ජාඇළ ප්‍රදේශයේ පදිංචි පුද්ගලයෙකු පුද්ගලයෙකුගෙන්‌ රුපියල්‌ ලක්ෂ 185ක්‌ වටිනා සුඛෝපභෝගී මෝටර්‌ රථයක්‌ විකුණා මුදල්‌ ලබාදෙන බවට පොරොන්දු වී එම වංචාව සිදුකර ඇතැයි පොලීසිය පවසයි.",http://sinhala.adaderana.lk/news/164386/%E0%B7%83%E0%B7%94%E0%B6%9B%E0%B7%9D%E0%B6%B4%E0%B6%B7%E0%B7%9D%E0%B6%9C%E0%B7%93-%E0%B7%80%E0%B7%8F%E0%B7%84%E0%B6%B1-%E0%B7%80%E0%B7%92%E0%B6%9A%E0%B7%94%E0%B6%AB%E0%B7%8F-%E0%B6%B8%E0%B7%94%E0%B6%AF%E0%B6%BD%E0%B7%8A-%E0%B7%80%E0%B6%82%E0%B6%A0%E0%B7%8F-%E0%B6%9A%E0%B7%85-%E0%B6%B4%E0%B7%94%E0%B6%AF%E0%B7%8A%E0%B6%9C%E0%B6%BD%E0%B6%BA%E0%B7%99%E0%B6%9A%E0%B7%8A-%E0%B6%85%E0%B6%AD%E0%B7%8A%E0%B6%85%E0%B6%A9%E0%B6%82%E0%B6%9C%E0%B7%94%E0%B7%80%E0%B6%A7,2022-02-21,crime,data/valid_records/Tharusha_385.json,si,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
